,Country,Sex,Year,Obesity (%),Region,BMI
18718,Samoa,Male,1998,26.8 [20.1-34.1],Oceania,26.8
18719,Samoa,Female,1998,44.0 [37.0-51.2],Oceania,44.0
18720,Samoa,Both sexes,1999,36.0 [31.1-41.2],Oceania,36.0
18721,Samoa,Male,1999,27.6 [20.9-34.7],Oceania,27.6
18722,Samoa,Female,1999,44.8 [37.8-51.9],Oceania,44.8
18723,Samoa,Both sexes,2000,36.7 [31.8-41.8],Oceania,36.7
18724,Samoa,Male,2000,28.3 [21.6-35.5],Oceania,28.3
18725,Samoa,Female,2000,45.5 [38.6-52.5],Oceania,45.5
18726,Samoa,Both sexes,2001,37.4 [32.6-42.4],Oceania,37.4
18727,Samoa,Male,2001,29.1 [22.4-36.1],Oceania,29.1
18728,Samoa,Female,2001,46.1 [39.4-53.1],Oceania,46.1
18729,Samoa,Both sexes,2002,38.1 [33.3-43.1],Oceania,38.1
18730,Samoa,Male,2002,29.8 [23.2-37.0],Oceania,29.8
18731,Samoa,Female,2002,46.8 [40.1-53.7],Oceania,46.8
18732,Samoa,Both sexes,2003,38.8 [34.0-43.8],Oceania,38.8
18733,Samoa,Male,2003,30.5 [23.9-37.7],Oceania,30.5
18734,Samoa,Female,2003,47.5 [40.8-54.3],Oceania,47.5
18735,Samoa,Both sexes,2004,39.5 [34.7-44.5],Oceania,39.5
18736,Samoa,Male,2004,31.3 [24.5-38.5],Oceania,31.3
18737,Samoa,Female,2004,48.1 [41.6-54.8],Oceania,48.1
18738,Samoa,Both sexes,2005,40.2 [35.4-45.2],Oceania,40.2
18739,Samoa,Male,2005,32.0 [25.3-39.2],Oceania,32.0
18740,Samoa,Female,2005,48.7 [42.2-55.3],Oceania,48.7
18741,Samoa,Both sexes,2006,40.8 [36.0-45.8],Oceania,40.8
18742,Samoa,Male,2006,32.7 [25.9-40.0],Oceania,32.7
18743,Samoa,Female,2006,49.3 [42.8-56.0],Oceania,49.3
18744,Samoa,Both sexes,2007,41.5 [36.7-46.5],Oceania,41.5
18745,Samoa,Male,2007,33.4 [26.7-40.7],Oceania,33.4
18746,Samoa,Female,2007,49.9 [43.4-56.6],Oceania,49.9
18747,Samoa,Both sexes,2008,42.2 [37.3-47.2],Oceania,42.2
18748,Samoa,Male,2008,34.1 [27.2-41.5],Oceania,34.1
18749,Samoa,Female,2008,50.5 [43.8-57.2],Oceania,50.5
18750,Samoa,Both sexes,2009,42.8 [37.9-47.8],Oceania,42.8
18751,Samoa,Male,2009,34.8 [27.9-42.4],Oceania,34.8
18752,Samoa,Female,2009,51.1 [44.3-57.8],Oceania,51.1
18753,Samoa,Both sexes,2010,43.4 [38.5-48.5],Oceania,43.4
18754,Samoa,Male,2010,35.5 [28.5-43.2],Oceania,35.5
18755,Samoa,Female,2010,51.7 [44.8-58.5],Oceania,51.7
18756,Samoa,Both sexes,2011,44.1 [39.0-49.3],Oceania,44.1
18757,Samoa,Male,2011,36.3 [28.9-44.1],Oceania,36.3
18758,Samoa,Female,2011,52.2 [45.3-59.0],Oceania,52.2
18759,Samoa,Both sexes,2012,44.7 [39.6-50.1],Oceania,44.7
18760,Samoa,Male,2012,37.0 [29.5-44.9],Oceania,37.0
18761,Samoa,Female,2012,52.8 [45.7-59.7],Oceania,52.8
18762,Samoa,Both sexes,2013,45.4 [40.1-50.9],Oceania,45.4
18763,Samoa,Male,2013,37.7 [30.0-45.9],Oceania,37.7
18764,Samoa,Female,2013,53.4 [46.1-60.5],Oceania,53.4
18765,Samoa,Both sexes,2014,46.0 [40.6-51.7],Oceania,46.0
18766,Samoa,Male,2014,38.5 [30.4-46.8],Oceania,38.5
18767,Samoa,Female,2014,53.9 [46.4-61.1],Oceania,53.9
18768,Samoa,Both sexes,2015,46.7 [41.1-52.5],Oceania,46.7
18769,Samoa,Male,2015,39.2 [30.9-47.9],Oceania,39.2
18770,Samoa,Female,2015,54.5 [46.9-61.9],Oceania,54.5
18771,Samoa,Both sexes,2016,47.3 [41.5-53.4],Oceania,47.3
18772,Samoa,Male,2016,39.9 [31.3-49.0],Oceania,39.9
18773,Samoa,Female,2016,55.0 [47.1-62.6],Oceania,55.0
20034,Solomon Islands,Both sexes,1975,4.8 [2.2-8.7],Oceania,4.8
20035,Solomon Islands,Male,1975,3.0 [0.8-7.5],Oceania,3.0
20036,Solomon Islands,Female,1975,7.0 [2.5-14.0],Oceania,7.0
20037,Solomon Islands,Both sexes,1976,5.0 [2.4-8.8],Oceania,5.0
20038,Solomon Islands,Male,1976,3.1 [0.9-7.7],Oceania,3.1
20039,Solomon Islands,Female,1976,7.2 [2.7-14.2],Oceania,7.2
20040,Solomon Islands,Both sexes,1977,5.2 [2.5-9.0],Oceania,5.2
20041,Solomon Islands,Male,1977,3.3 [0.9-7.8],Oceania,3.3
20042,Solomon Islands,Female,1977,7.5 [2.9-14.4],Oceania,7.5
20043,Solomon Islands,Both sexes,1978,5.4 [2.7-9.2],Oceania,5.4
20044,Solomon Islands,Male,1978,3.4 [1.0-7.9],Oceania,3.4
20045,Solomon Islands,Female,1978,7.8 [3.2-14.7],Oceania,7.8
20046,Solomon Islands,Both sexes,1979,5.7 [2.9-9.4],Oceania,5.7
20047,Solomon Islands,Male,1979,3.6 [1.1-8.0],Oceania,3.6
20048,Solomon Islands,Female,1979,8.2 [3.4-15.1],Oceania,8.2
20049,Solomon Islands,Both sexes,1980,5.9 [3.2-9.7],Oceania,5.9
20050,Solomon Islands,Male,1980,3.7 [1.2-8.2],Oceania,3.7
20051,Solomon Islands,Female,1980,8.5 [3.7-15.3],Oceania,8.5
20052,Solomon Islands,Both sexes,1981,6.2 [3.4-10.0],Oceania,6.2
20053,Solomon Islands,Male,1981,3.9 [1.4-8.4],Oceania,3.9
20054,Solomon Islands,Female,1981,8.9 [4.0-15.7],Oceania,8.9
20055,Solomon Islands,Both sexes,1982,6.5 [3.6-10.3],Oceania,6.5
20056,Solomon Islands,Male,1982,4.1 [1.5-8.7],Oceania,4.1
20057,Solomon Islands,Female,1982,9.2 [4.3-16.0],Oceania,9.2
20058,Solomon Islands,Both sexes,1983,6.8 [3.9-10.7],Oceania,6.8
20059,Solomon Islands,Male,1983,4.3 [1.6-8.9],Oceania,4.3
20060,Solomon Islands,Female,1983,9.6 [4.6-16.4],Oceania,9.6
20061,Solomon Islands,Both sexes,1984,7.1 [4.2-11.0],Oceania,7.1
20062,Solomon Islands,Male,1984,4.5 [1.8-9.2],Oceania,4.5
20063,Solomon Islands,Female,1984,10.0 [5.0-16.8],Oceania,10.0
20064,Solomon Islands,Both sexes,1985,7.5 [4.4-11.4],Oceania,7.5
20065,Solomon Islands,Male,1985,4.8 [1.9-9.5],Oceania,4.8
20066,Solomon Islands,Female,1985,10.5 [5.4-17.2],Oceania,10.5
20067,Solomon Islands,Both sexes,1986,7.8 [4.8-11.8],Oceania,7.8
20068,Solomon Islands,Male,1986,5.0 [2.1-9.8],Oceania,5.0
20069,Solomon Islands,Female,1986,10.9 [5.7-17.6],Oceania,10.9
20070,Solomon Islands,Both sexes,1987,8.2 [5.1-12.1],Oceania,8.2
20071,Solomon Islands,Male,1987,5.3 [2.2-10.1],Oceania,5.3
20072,Solomon Islands,Female,1987,11.3 [6.1-18.2],Oceania,11.3
20073,Solomon Islands,Both sexes,1988,8.5 [5.3-12.5],Oceania,8.5
20074,Solomon Islands,Male,1988,5.5 [2.4-10.4],Oceania,5.5
20075,Solomon Islands,Female,1988,11.8 [6.5-18.6],Oceania,11.8
20076,Solomon Islands,Both sexes,1989,8.9 [5.7-12.9],Oceania,8.9
20077,Solomon Islands,Male,1989,5.8 [2.5-10.8],Oceania,5.8
20078,Solomon Islands,Female,1989,12.3 [6.9-19.1],Oceania,12.3
20079,Solomon Islands,Both sexes,1990,9.3 [6.0-13.3],Oceania,9.3
20080,Solomon Islands,Male,1990,6.1 [2.7-11.1],Oceania,6.1
20081,Solomon Islands,Female,1990,12.7 [7.3-19.6],Oceania,12.7
20082,Solomon Islands,Both sexes,1991,9.7 [6.3-13.7],Oceania,9.7
20083,Solomon Islands,Male,1991,6.4 [2.9-11.4],Oceania,6.4
20084,Solomon Islands,Female,1991,13.2 [7.7-20.1],Oceania,13.2
20085,Solomon Islands,Both sexes,1992,10.1 [6.7-14.1],Oceania,10.1
20086,Solomon Islands,Male,1992,6.7 [3.1-11.8],Oceania,6.7
20087,Solomon Islands,Female,1992,13.7 [8.1-20.5],Oceania,13.7
20088,Solomon Islands,Both sexes,1993,10.5 [7.1-14.5],Oceania,10.5
20089,Solomon Islands,Male,1993,7.0 [3.3-12.2],Oceania,7.0
20090,Solomon Islands,Female,1993,14.1 [8.5-20.9],Oceania,14.1
20091,Solomon Islands,Both sexes,1994,10.9 [7.4-15.0],Oceania,10.9
20092,Solomon Islands,Male,1994,7.3 [3.6-12.6],Oceania,7.3
20093,Solomon Islands,Female,1994,14.6 [9.0-21.4],Oceania,14.6
20094,Solomon Islands,Both sexes,1995,11.3 [7.8-15.4],Oceania,11.3
20095,Solomon Islands,Male,1995,7.6 [3.8-12.9],Oceania,7.6
20096,Solomon Islands,Female,1995,15.1 [9.4-21.9],Oceania,15.1
20097,Solomon Islands,Both sexes,1996,11.7 [8.2-15.8],Oceania,11.7
20098,Solomon Islands,Male,1996,8.0 [4.0-13.3],Oceania,8.0
20099,Solomon Islands,Female,1996,15.6 [9.9-22.4],Oceania,15.6
20100,Solomon Islands,Both sexes,1997,12.2 [8.6-16.3],Oceania,12.2
20101,Solomon Islands,Male,1997,8.3 [4.3-13.7],Oceania,8.3
20102,Solomon Islands,Female,1997,16.1 [10.4-22.9],Oceania,16.1
20103,Solomon Islands,Both sexes,1998,12.6 [9.0-16.8],Oceania,12.6
20104,Solomon Islands,Male,1998,8.7 [4.6-14.1],Oceania,8.7
20105,Solomon Islands,Female,1998,16.6 [10.9-23.3],Oceania,16.6
20106,Solomon Islands,Both sexes,1999,13.1 [9.4-17.2],Oceania,13.1
20107,Solomon Islands,Male,1999,9.0 [4.9-14.5],Oceania,9.0
20108,Solomon Islands,Female,1999,17.1 [11.4-23.8],Oceania,17.1
20109,Solomon Islands,Both sexes,2000,13.5 [9.8-17.6],Oceania,13.5
20110,Solomon Islands,Male,2000,9.4 [5.2-14.9],Oceania,9.4
20111,Solomon Islands,Female,2000,17.7 [12.0-24.3],Oceania,17.7
20112,Solomon Islands,Both sexes,2001,14.0 [10.2-18.1],Oceania,14.0
20113,Solomon Islands,Male,2001,9.8 [5.5-15.3],Oceania,9.8
20114,Solomon Islands,Female,2001,18.2 [12.5-24.8],Oceania,18.2
20115,Solomon Islands,Both sexes,2002,14.4 [10.7-18.7],Oceania,14.4
20116,Solomon Islands,Male,2002,10.2 [5.9-15.8],Oceania,10.2
20117,Solomon Islands,Female,2002,18.7 [13.0-25.4],Oceania,18.7
20118,Solomon Islands,Both sexes,2003,14.9 [11.2-19.2],Oceania,14.9
20119,Solomon Islands,Male,2003,10.7 [6.3-16.3],Oceania,10.7
20120,Solomon Islands,Female,2003,19.3 [13.5-25.9],Oceania,19.3
20121,Solomon Islands,Both sexes,2004,15.4 [11.6-19.8],Oceania,15.4
20122,Solomon Islands,Male,2004,11.1 [6.7-16.8],Oceania,11.1
20123,Solomon Islands,Female,2004,19.8 [14.1-26.4],Oceania,19.8
20124,Solomon Islands,Both sexes,2005,15.9 [12.1-20.3],Oceania,15.9
20125,Solomon Islands,Male,2005,11.6 [7.0-17.3],Oceania,11.6
20126,Solomon Islands,Female,2005,20.4 [14.6-26.9],Oceania,20.4
20127,Solomon Islands,Both sexes,2006,16.5 [12.6-20.9],Oceania,16.5
20128,Solomon Islands,Male,2006,12.1 [7.4-17.8],Oceania,12.1
20129,Solomon Islands,Female,2006,21.0 [15.1-27.5],Oceania,21.0
20130,Solomon Islands,Both sexes,2007,17.0 [13.1-21.5],Oceania,17.0
20131,Solomon Islands,Male,2007,12.6 [7.8-18.4],Oceania,12.6
20132,Solomon Islands,Female,2007,21.6 [15.6-28.1],Oceania,21.6
20133,Solomon Islands,Both sexes,2008,17.6 [13.6-22.1],Oceania,17.6
20134,Solomon Islands,Male,2008,13.1 [8.2-19.1],Oceania,13.1
20135,Solomon Islands,Female,2008,22.2 [16.1-28.8],Oceania,22.2
20136,Solomon Islands,Both sexes,2009,18.1 [14.1-22.8],Oceania,18.1
20137,Solomon Islands,Male,2009,13.6 [8.6-19.7],Oceania,13.6
20138,Solomon Islands,Female,2009,22.8 [16.6-29.3],Oceania,22.8
20139,Solomon Islands,Both sexes,2010,18.7 [14.5-23.4],Oceania,18.7
20140,Solomon Islands,Male,2010,14.2 [9.1-20.4],Oceania,14.2
20141,Solomon Islands,Female,2010,23.4 [17.1-30.0],Oceania,23.4
20142,Solomon Islands,Both sexes,2011,19.3 [15.0-24.1],Oceania,19.3
20143,Solomon Islands,Male,2011,14.8 [9.5-21.2],Oceania,14.8
20144,Solomon Islands,Female,2011,24.0 [17.6-30.8],Oceania,24.0
20145,Solomon Islands,Both sexes,2012,19.9 [15.6-24.7],Oceania,19.9
20146,Solomon Islands,Male,2012,15.4 [9.9-22.0],Oceania,15.4
20147,Solomon Islands,Female,2012,24.6 [18.1-31.5],Oceania,24.6
20148,Solomon Islands,Both sexes,2013,20.6 [16.1-25.5],Oceania,20.6
20149,Solomon Islands,Male,2013,16.0 [10.2-22.8],Oceania,16.0
20150,Solomon Islands,Female,2013,25.2 [18.5-32.3],Oceania,25.2
20151,Solomon Islands,Both sexes,2014,21.2 [16.6-26.3],Oceania,21.2
20152,Solomon Islands,Male,2014,16.6 [10.6-23.6],Oceania,16.6
20153,Solomon Islands,Female,2014,25.8 [19.0-33.2],Oceania,25.8
20154,Solomon Islands,Both sexes,2015,21.9 [17.0-27.1],Oceania,21.9
20155,Solomon Islands,Male,2015,17.3 [11.1-24.6],Oceania,17.3
20156,Solomon Islands,Female,2015,26.5 [19.4-34.3],Oceania,26.5
20157,Solomon Islands,Both sexes,2016,22.5 [17.5-27.9],Oceania,22.5
20158,Solomon Islands,Male,2016,17.9 [11.5-25.5],Oceania,17.9
20159,Solomon Islands,Female,2016,27.1 [19.8-35.2],Oceania,27.1
22050,Tonga,Both sexes,1975,19.9 [13.3-27.2],Oceania,19.9
22051,Tonga,Male,1975,13.4 [6.4-23.3],Oceania,13.4
22052,Tonga,Female,1975,26.5 [16.1-38.6],Oceania,26.5
22053,Tonga,Both sexes,1976,20.4 [14.0-27.6],Oceania,20.4
22054,Tonga,Male,1976,13.8 [6.9-23.5],Oceania,13.8
22055,Tonga,Female,1976,27.1 [17.1-38.9],Oceania,27.1
22056,Tonga,Both sexes,1977,21.0 [14.6-28.0],Oceania,21.0
22057,Tonga,Male,1977,14.3 [7.3-23.8],Oceania,14.3
22058,Tonga,Female,1977,27.8 [18.0-39.2],Oceania,27.8
22059,Tonga,Both sexes,1978,21.6 [15.3-28.5],Oceania,21.6
22060,Tonga,Male,1978,14.7 [7.8-24.1],Oceania,14.7
22061,Tonga,Female,1978,28.5 [18.9-39.6],Oceania,28.5
22062,Tonga,Both sexes,1979,22.2 [16.0-29.0],Oceania,22.2
22063,Tonga,Male,1979,15.2 [8.3-24.5],Oceania,15.2
22064,Tonga,Female,1979,29.3 [19.8-40.0],Oceania,29.3
22065,Tonga,Both sexes,1980,22.9 [16.8-29.4],Oceania,22.9
22066,Tonga,Male,1980,15.7 [8.8-24.9],Oceania,15.7
22067,Tonga,Female,1980,30.0 [20.6-40.5],Oceania,30.0
22068,Tonga,Both sexes,1981,23.6 [17.6-30.1],Oceania,23.6
22069,Tonga,Male,1981,16.3 [9.4-25.3],Oceania,16.3
22070,Tonga,Female,1981,30.7 [21.5-41.0],Oceania,30.7
22071,Tonga,Both sexes,1982,24.3 [18.2-30.7],Oceania,24.3
22072,Tonga,Male,1982,16.9 [9.9-25.8],Oceania,16.9
22073,Tonga,Female,1982,31.5 [22.4-41.5],Oceania,31.5
22074,Tonga,Both sexes,1983,25.0 [19.0-31.3],Oceania,25.0
22075,Tonga,Male,1983,17.4 [10.5-26.3],Oceania,17.4
22076,Tonga,Female,1983,32.3 [23.3-42.1],Oceania,32.3
22077,Tonga,Both sexes,1984,25.8 [19.8-32.0],Oceania,25.8
22078,Tonga,Male,1984,18.0 [11.1-26.8],Oceania,18.0
22079,Tonga,Female,1984,33.0 [24.1-42.8],Oceania,33.0
22080,Tonga,Both sexes,1985,26.5 [20.6-32.7],Oceania,26.5
22081,Tonga,Male,1985,18.7 [11.7-27.4],Oceania,18.7
22082,Tonga,Female,1985,33.8 [25.0-43.4],Oceania,33.8
22083,Tonga,Both sexes,1986,27.2 [21.4-33.4],Oceania,27.2
22084,Tonga,Male,1986,19.3 [12.3-27.9],Oceania,19.3
22085,Tonga,Female,1986,34.6 [25.8-43.9],Oceania,34.6
22086,Tonga,Both sexes,1987,28.0 [22.1-34.1],Oceania,28.0
22087,Tonga,Male,1987,20.0 [12.9-28.5],Oceania,20.0
22088,Tonga,Female,1987,35.4 [26.7-44.6],Oceania,35.4
22089,Tonga,Both sexes,1988,28.7 [22.9-34.7],Oceania,28.7
22090,Tonga,Male,1988,20.6 [13.5-29.1],Oceania,20.6
22091,Tonga,Female,1988,36.1 [27.6-45.2],Oceania,36.1
22092,Tonga,Both sexes,1989,29.3 [23.6-35.4],Oceania,29.3
22093,Tonga,Male,1989,21.3 [14.1-29.8],Oceania,21.3
22094,Tonga,Female,1989,36.9 [28.4-45.9],Oceania,36.9
22095,Tonga,Both sexes,1990,30.0 [24.4-36.0],Oceania,30.0
22096,Tonga,Male,1990,21.9 [14.7-30.3],Oceania,21.9
22097,Tonga,Female,1990,37.6 [29.3-46.6],Oceania,37.6
22098,Tonga,Both sexes,1991,30.7 [25.1-36.6],Oceania,30.7
22099,Tonga,Male,1991,22.6 [15.4-30.9],Oceania,22.6
22100,Tonga,Female,1991,38.4 [30.1-47.2],Oceania,38.4
22101,Tonga,Both sexes,1992,31.5 [25.9-37.3],Oceania,31.5
22102,Tonga,Male,1992,23.3 [16.0-31.6],Oceania,23.3
22103,Tonga,Female,1992,39.1 [30.9-47.8],Oceania,39.1
22104,Tonga,Both sexes,1993,32.2 [26.6-37.9],Oceania,32.2
22105,Tonga,Male,1993,24.0 [16.7-32.2],Oceania,24.0
22106,Tonga,Female,1993,39.8 [31.6-48.4],Oceania,39.8
22107,Tonga,Both sexes,1994,32.9 [27.4-38.6],Oceania,32.9
22108,Tonga,Male,1994,24.7 [17.3-32.8],Oceania,24.7
22109,Tonga,Female,1994,40.5 [32.5-49.1],Oceania,40.5
22110,Tonga,Both sexes,1995,33.6 [28.1-39.3],Oceania,33.6
22111,Tonga,Male,1995,25.4 [18.0-33.4],Oceania,25.4
22112,Tonga,Female,1995,41.2 [33.2-49.7],Oceania,41.2
22113,Tonga,Both sexes,1996,34.2 [28.9-39.9],Oceania,34.2
22114,Tonga,Male,1996,26.1 [18.8-34.0],Oceania,26.1
22115,Tonga,Female,1996,41.9 [34.0-50.2],Oceania,41.9
22116,Tonga,Both sexes,1997,34.9 [29.6-40.5],Oceania,34.9
22117,Tonga,Male,1997,26.8 [19.5-34.6],Oceania,26.8
22118,Tonga,Female,1997,42.6 [34.8-50.7],Oceania,42.6
22119,Tonga,Both sexes,1998,35.6 [30.3-41.1],Oceania,35.6
22120,Tonga,Male,1998,27.5 [20.2-35.3],Oceania,27.5
22121,Tonga,Female,1998,43.3 [35.5-51.2],Oceania,43.3
22122,Tonga,Both sexes,1999,36.3 [31.1-41.7],Oceania,36.3
22123,Tonga,Male,1999,28.2 [20.9-36.0],Oceania,28.2
22124,Tonga,Female,1999,44.0 [36.3-51.8],Oceania,44.0
22125,Tonga,Both sexes,2000,37.0 [31.8-42.3],Oceania,37.0
22126,Tonga,Male,2000,29.0 [21.7-36.7],Oceania,29.0
22127,Tonga,Female,2000,44.7 [37.0-52.3],Oceania,44.7
22128,Tonga,Both sexes,2001,37.7 [32.5-43.0],Oceania,37.7
22129,Tonga,Male,2001,29.7 [22.5-37.4],Oceania,29.7
22130,Tonga,Female,2001,45.3 [37.7-52.7],Oceania,45.3
22131,Tonga,Both sexes,2002,38.4 [33.3-43.6],Oceania,38.4
22132,Tonga,Male,2002,30.4 [23.2-38.2],Oceania,30.4
22133,Tonga,Female,2002,46.0 [38.5-53.3],Oceania,46.0
22134,Tonga,Both sexes,2003,39.1 [34.0-44.3],Oceania,39.1
22135,Tonga,Male,2003,31.2 [23.9-38.9],Oceania,31.2
22136,Tonga,Female,2003,46.6 [39.3-53.9],Oceania,46.6
22137,Tonga,Both sexes,2004,39.9 [34.8-45.0],Oceania,39.9
22138,Tonga,Male,2004,32.0 [24.6-39.7],Oceania,32.0
22139,Tonga,Female,2004,47.3 [40.0-54.5],Oceania,47.3
22140,Tonga,Both sexes,2005,40.6 [35.5-45.7],Oceania,40.6
22141,Tonga,Male,2005,32.7 [25.4-40.4],Oceania,32.7
22142,Tonga,Female,2005,47.9 [40.7-55.1],Oceania,47.9
22143,Tonga,Both sexes,2006,41.3 [36.1-46.4],Oceania,41.3
22144,Tonga,Male,2006,33.5 [26.0-41.2],Oceania,33.5
22145,Tonga,Female,2006,48.5 [41.3-55.7],Oceania,48.5
22146,Tonga,Both sexes,2007,42.0 [36.7-47.1],Oceania,42.0
22147,Tonga,Male,2007,34.3 [26.8-41.9],Oceania,34.3
22148,Tonga,Female,2007,49.2 [41.9-56.3],Oceania,49.2
22149,Tonga,Both sexes,2008,42.7 [37.3-47.8],Oceania,42.7
22150,Tonga,Male,2008,35.0 [27.6-42.8],Oceania,35.0
22151,Tonga,Female,2008,49.8 [42.6-56.8],Oceania,49.8
22152,Tonga,Both sexes,2009,43.4 [37.9-48.5],Oceania,43.4
22153,Tonga,Male,2009,35.8 [28.3-43.7],Oceania,35.8
22154,Tonga,Female,2009,50.4 [43.1-57.5],Oceania,50.4
22155,Tonga,Both sexes,2010,44.1 [38.5-49.2],Oceania,44.1
22156,Tonga,Male,2010,36.6 [28.9-44.5],Oceania,36.6
22157,Tonga,Female,2010,51.0 [43.7-58.2],Oceania,51.0
22158,Tonga,Both sexes,2011,44.7 [39.1-50.0],Oceania,44.7
22159,Tonga,Male,2011,37.4 [29.6-45.3],Oceania,37.4
22160,Tonga,Female,2011,51.6 [44.2-58.7],Oceania,51.6
22161,Tonga,Both sexes,2012,45.4 [39.8-50.8],Oceania,45.4
22162,Tonga,Male,2012,38.2 [30.1-46.3],Oceania,38.2
22163,Tonga,Female,2012,52.2 [44.7-59.4],Oceania,52.2
22164,Tonga,Both sexes,2013,46.1 [40.3-51.6],Oceania,46.1
22165,Tonga,Male,2013,39.0 [30.7-47.3],Oceania,39.0
22166,Tonga,Female,2013,52.8 [45.1-60.1],Oceania,52.8
22167,Tonga,Both sexes,2014,46.8 [40.8-52.3],Oceania,46.8
22168,Tonga,Male,2014,39.8 [31.2-48.4],Oceania,39.8
22169,Tonga,Female,2014,53.4 [45.5-60.8],Oceania,53.4
22170,Tonga,Both sexes,2015,47.5 [41.3-53.2],Oceania,47.5
22171,Tonga,Male,2015,40.6 [31.7-49.5],Oceania,40.6
22172,Tonga,Female,2015,53.9 [45.9-61.6],Oceania,53.9
22173,Tonga,Both sexes,2016,48.2 [41.8-54.0],Oceania,48.2
22174,Tonga,Male,2016,41.4 [32.2-50.5],Oceania,41.4
22175,Tonga,Female,2016,54.5 [46.3-62.3],Oceania,54.5
22680,Tuvalu,Both sexes,1975,17.9 [11.8-24.8],Oceania,17.9
22681,Tuvalu,Male,1975,12.4 [5.8-21.4],Oceania,12.4
22682,Tuvalu,Female,1975,23.5 [14.0-34.7],Oceania,23.5
22683,Tuvalu,Both sexes,1976,18.6 [12.6-25.5],Oceania,18.6
22684,Tuvalu,Male,1976,13.0 [6.3-21.8],Oceania,13.0
22685,Tuvalu,Female,1976,24.4 [15.0-35.3],Oceania,24.4
22686,Tuvalu,Both sexes,1977,19.4 [13.3-26.1],Oceania,19.4
22687,Tuvalu,Male,1977,13.6 [6.9-22.3],Oceania,13.6
22688,Tuvalu,Female,1977,25.3 [16.0-36.1],Oceania,25.3
22689,Tuvalu,Both sexes,1978,20.1 [14.1-26.7],Oceania,20.1
22690,Tuvalu,Male,1978,14.2 [7.5-22.8],Oceania,14.2
22691,Tuvalu,Female,1978,26.1 [16.9-36.7],Oceania,26.1
22692,Tuvalu,Both sexes,1979,20.9 [14.9-27.4],Oceania,20.9
22693,Tuvalu,Male,1979,14.9 [8.1-23.4],Oceania,14.9
22694,Tuvalu,Female,1979,27.0 [17.9-37.5],Oceania,27.0
22695,Tuvalu,Both sexes,1980,21.7 [15.7-28.1],Oceania,21.7
22696,Tuvalu,Male,1980,15.5 [8.7-24.1],Oceania,15.5
22697,Tuvalu,Female,1980,28.0 [18.7-38.2],Oceania,28.0
22698,Tuvalu,Both sexes,1981,22.5 [16.6-28.8],Oceania,22.5
22699,Tuvalu,Male,1981,16.3 [9.4-24.8],Oceania,16.3
22700,Tuvalu,Female,1981,28.9 [19.7-39.1],Oceania,28.9
22701,Tuvalu,Both sexes,1982,23.3 [17.4-29.6],Oceania,23.3
22702,Tuvalu,Male,1982,17.0 [10.1-25.6],Oceania,17.0
22703,Tuvalu,Female,1982,29.8 [20.8-39.8],Oceania,29.8
22704,Tuvalu,Both sexes,1983,24.2 [18.3-30.4],Oceania,24.2
22705,Tuvalu,Male,1983,17.8 [10.7-26.4],Oceania,17.8
22706,Tuvalu,Female,1983,30.8 [21.8-40.6],Oceania,30.8
22707,Tuvalu,Both sexes,1984,25.0 [19.1-31.2],Oceania,25.0
22708,Tuvalu,Male,1984,18.5 [11.4-27.2],Oceania,18.5
22709,Tuvalu,Female,1984,31.7 [22.8-41.5],Oceania,31.7
22710,Tuvalu,Both sexes,1985,25.9 [20.0-32.1],Oceania,25.9
22711,Tuvalu,Male,1985,19.4 [12.1-28.0],Oceania,19.4
22712,Tuvalu,Female,1985,32.7 [23.8-42.3],Oceania,32.7
22713,Tuvalu,Both sexes,1986,26.8 [20.9-33.0],Oceania,26.8
22714,Tuvalu,Male,1986,20.2 [12.9-28.9],Oceania,20.2
22715,Tuvalu,Female,1986,33.6 [24.8-43.1],Oceania,33.6
22716,Tuvalu,Both sexes,1987,27.8 [21.9-33.9],Oceania,27.8
22717,Tuvalu,Male,1987,21.1 [13.7-29.8],Oceania,21.1
22718,Tuvalu,Female,1987,34.6 [25.8-44.1],Oceania,34.6
22719,Tuvalu,Both sexes,1988,28.8 [22.9-34.7],Oceania,28.8
22720,Tuvalu,Male,1988,22.0 [14.6-30.6],Oceania,22.0
22721,Tuvalu,Female,1988,35.6 [26.9-44.9],Oceania,35.6
22722,Tuvalu,Both sexes,1989,29.7 [23.9-35.7],Oceania,29.7
22723,Tuvalu,Male,1989,23.0 [15.5-31.7],Oceania,23.0
22724,Tuvalu,Female,1989,36.6 [27.9-45.9],Oceania,36.6
22725,Tuvalu,Both sexes,1990,30.7 [24.9-36.7],Oceania,30.7
22726,Tuvalu,Male,1990,24.0 [16.3-32.7],Oceania,24.0
22727,Tuvalu,Female,1990,37.7 [29.0-46.8],Oceania,37.7
22728,Tuvalu,Both sexes,1991,31.7 [25.9-37.8],Oceania,31.7
22729,Tuvalu,Male,1991,24.9 [17.2-33.7],Oceania,24.9
22730,Tuvalu,Female,1991,38.6 [30.0-47.7],Oceania,38.6
22731,Tuvalu,Both sexes,1992,32.7 [26.8-38.6],Oceania,32.7
22732,Tuvalu,Male,1992,25.9 [18.1-34.6],Oceania,25.9
22733,Tuvalu,Female,1992,39.6 [31.0-48.6],Oceania,39.6
22734,Tuvalu,Both sexes,1993,33.6 [27.7-39.5],Oceania,33.6
22735,Tuvalu,Male,1993,26.8 [19.1-35.6],Oceania,26.8
